f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,label
958.021,1.175134,0.206302,0.674442,4.630451,-0.178914,-0.579512,-5.347827,1395.3164,1.293505,0.266414,0.763151,4.98764,-0.280824,-0.823136,-5.041144,1993.6083,2.340004,0.411002,0.807723,4.436727,-0.2138,-0.673626,-5.432043,2290.0084,2.403038,0.453604,0.768079,4.061785,-0.242459,-0.70355,-4.7591,950.1753,1.917975,0.239724,0.611442,3.569803,-0.156343,-0.559691,-4.304125,826.1774,2.012299,0.21585,0.530642,3.206629,-0.132528,-0.471648,-3.769078,2462.7252,2.40414,0.4956,0.935297,4.818218,-0.291832,-0.727743,-4.57545,2603.3851,2.41789,0.530041,0.979291,5.586728,-0.295435,-0.721159,-4.942103,-299.5757,0.960093,0.074162,0.869249,7.731106,-0.096228,-0.730583,-6.44446,28.98,1.004264,0.107553,0.680796,6.51181,-0.097107,-0.698099,-5.830414,1798.5778,2.100613,0.396446,0.877857,5.992997,-0.161375,-0.662017,-5.021365,1637.2769,2.128428,0.341356,0.753125,4.710274,-0.151784,-0.587742,-5.139267,953.255,2.040153,0.260625,0.802114,4.966352,-0.157088,-0.610059,-5.113516,959.5867,2.07545,0.27063,0.766572,4.328466,-0.157256,-0.567131,-4.28803,2487.5715,2.285591,0.490883,0.9499,5.932653,-0.21215,-0.706249,-4.788096,2110.7535,2.238888,0.413152,0.793386,5.366704,-0.201402,-0.645969,-4.836996,0
17470.6299,2.081756,3.988118,5.434523,9.260774,-1.529053,-1.9973,-5.493947,18280.3809,1.760692,4.86136,7.170203,15.639919,-4.16715,-5.450689,-12.603407,4511.0066,2.754679,1.242392,2.255049,4.139841,-0.64827,-1.012711,-3.053204,4545.7861,2.685106,1.253053,2.399289,4.156316,-0.643563,-1.024117,-3.554917,1790.1051,2.021296,0.668342,1.710695,3.644908,-0.477889,-0.791415,-3.225072,1527.3905,1.992384,0.578382,1.520308,2.895611,-0.420189,-0.776779,-2.945665,6051.8787,2.825851,2.028945,4.014428,6.284332,-1.020732,-1.600463,-4.007464,6314.7719,2.811104,2.10337,4.256871,6.412456,-1.069886,-1.714686,-4.003493,21802.4512,2.072809,5.430337,7.985438,19.648672,-2.785309,-3.997623,-12.783569,16329.9629,1.952928,3.813088,5.459189,13.175914,-1.563781,-2.254072,-7.897935,5019.2146,2.855728,1.29335,2.214747,4.727635,-0.667506,-1.104821,-4.479319,4148.8271,2.701908,1.151023,2.059653,4.746937,-0.661758,-1.127451,-3.882042,1894.4732,2.069165,0.707773,1.942734,4.141939,-0.499899,-0.96169,-3.791805,1670.5133,1.99098,0.628645,1.672874,4.221247,-0.443694,-0.812656,-3.541322,6577.4705,2.902242,2.077187,4.004543,6.751555,-1.057775,-1.731407,-5.112993,5889.8054,2.873555,1.97443,3.973552,7.200174,-0.997861,-1.611414,-4.88329,1
5749.667,2.302276,1.431004,2.310109,3.976477,-35.179533,-74.65082,-483.115381,10783.4931,3.554981,3.59783,5.529433,7.402877,-46.172419,-98.769423,-924.264438,23331.431,12.875233,9.425656,16.313443,20.045054,-17.608834,-28.80166,-64.789226,25889.0178,13.149991,10.352546,18.091439,21.620931,-16.65239,-26.322157,-61.666137,8950.6973,8.400765,3.329056,6.804773,8.99764,-3.550453,-5.841027,-9.307794,7708.2372,8.306852,2.840645,5.597283,7.845275,-2.948641,-4.799357,-9.617269,21469.5476,9.868403,10.288096,22.394383,26.186207,-25.550714,-45.957977,-99.595295,23889.2161,10.321254,11.388684,24.304065,28.895984,-26.333574,-47.407468,-92.444243,3546.4995,1.580691,1.299603,2.229289,4.477627,-36.650699,-75.354029,-724.688135,4549.335,1.993536,1.500334,2.3194,4.671092,-31.108168,-59.984789,-508.539298,17926.1486,9.336904,7.677141,13.64048,16.529373,-21.886931,-35.393582,-99.152962,18248.6343,9.593238,7.570488,12.994792,15.355805,-16.791222,-26.807168,-82.781427,9898.8813,10.006615,3.59282,6.916178,10.124532,-3.993622,-6.785307,-14.097588,11594.7247,11.988889,3.89784,7.201399,11.093746,-3.427717,-5.906413,-12.039295,17452.0342,7.384084,9.020271,20.221139,25.311076,-34.358254,-66.729238,-162.887906,15652.4822,7.216033,8.01367,17.837358,22.419404,-28.856822,-53.397029,-121.192038,0
19842.9119,6.521395,4.540065,6.196458,10.968188,-2.769719,-3.834884,-12.880505,60043.998,9.787513,17.382183,25.306461,34.209787,-11.957968,-17.002023,-46.255159,16526.3423,4.809033,5.169123,9.243593,12.702391,-4.004136,-6.393295,-16.926621,16548.0767,4.582476,5.160827,9.394618,14.424992,-3.949572,-6.226867,-14.879475,3793.8813,3.197113,1.450772,3.605159,5.872073,-0.928814,-1.754949,-6.070482,3297.7473,2.982374,1.256382,3.247561,6.931427,-0.779861,-1.447081,-5.213411,20927.3911,5.129575,7.278954,13.919614,19.100986,-5.432008,-9.155443,-19.694044,21901.1226,5.00969,7.701888,15.20927,20.388315,-5.797026,-10.050707,-22.516002,48740.2583,7.315726,12.043538,16.040126,22.296289,-7.984578,-11.229606,-32.040836,34694.0175,6.304783,7.666385,9.949551,13.246524,-5.12426,-7.187322,-20.057704,21335.7715,5.168378,6.171698,9.52058,12.808739,-4.899098,-7.341668,-15.575661,16916.6592,4.795108,4.898496,7.633325,10.449325,-3.974056,-5.966512,-11.555023,5058.1018,3.430135,1.822121,4.654586,6.86063,-1.160809,-1.948768,-5.045754,5074.3662,3.401942,1.822233,4.599262,6.378346,-1.131329,-1.855905,-4.097122,26684.1494,5.648053,8.460994,14.329852,17.263148,-6.811961,-10.908626,-21.11845,23540.6387,5.539163,7.646257,13.205455,16.935396,-5.886598,-9.368398,-16.493546,1
98749.9023,11.681317,28.705013,43.155844,46.371712,-19.227989,-25.499304,-45.367967,94796.7675,9.386863,29.402736,48.075213,52.175444,-18.229975,-23.984898,-43.845897,22284.8792,6.650795,6.773598,11.001018,12.010868,-4.957788,-7.081849,-9.571696,21841.6214,6.359116,6.685913,11.043468,12.386812,-4.850234,-6.945314,-9.987727,6057.9067,3.150413,2.417468,6.222854,7.515443,-1.385973,-2.239261,-3.52576,5782.3672,3.107902,2.277638,5.749206,7.005014,-1.294838,-2.074161,-3.45361,28471.1626,7.153955,9.759519,16.881542,18.15067,-6.861398,-10.571382,-14.119576,29834.8813,7.136643,10.375379,18.416645,19.882421,-7.413176,-11.904717,-16.259627,74190.8046,8.651119,21.493647,31.392832,36.666708,-13.447198,-17.317148,-31.923189,69089.7315,7.572378,18.829333,26.250141,29.757981,-11.930827,-15.559857,-31.676558,26198.5937,6.992455,7.807285,11.878652,13.204649,-5.737537,-8.101392,-12.745057,20169.4556,6.877126,5.883262,9.012924,10.281615,-4.426326,-6.331657,-9.635959,6824.4526,3.364531,2.76204,7.321311,9.572611,-1.555795,-2.688788,-4.436511,7101.4529,3.463273,2.824317,7.198946,9.151151,-1.542103,-2.4818,-4.013679,32667.8603,7.756752,10.963626,18.22214,19.562046,-8.083889,-12.796518,-17.468924,29437.7187,7.576459,9.96784,16.837373,18.260121,-7.134394,-11.077203,-19.117905,1
17629.262,6.285566,3.864953,5.344888,9.073927,-2.32712,-3.234152,-11.379102,65009.4077,10.635196,18.955763,27.648056,36.725039,-12.741007,-18.345047,-52.463526,19453.1304,5.400659,6.159493,10.929196,16.388626,-4.841993,-7.778625,-18.857277,19565.8575,5.135374,6.129627,10.676659,14.645929,-4.776228,-7.617949,-18.610682,4270.6604,3.463003,1.635197,3.906204,6.657357,-1.028151,-1.869202,-5.65793,3654.3495,3.173272,1.411038,3.509614,6.041029,-0.870689,-1.64035,-5.451969,24388.4702,5.716284,8.5223,16.37902,21.770753,-6.480126,-11.131635,-22.826459,25709.4878,5.599884,9.07981,17.545807,21.963402,-6.889195,-11.985667,-29.634833,52534.9825,7.917961,13.105561,17.485186,26.220806,-8.547768,-11.577967,-32.08711,38104.8985,6.903082,8.463605,10.902469,14.883687,-5.605236,-7.675017,-24.072195,25311.6884,5.805829,7.450671,11.07921,15.161134,-5.955213,-8.910823,-17.939828,19911.9146,5.433829,5.842091,8.961929,12.221711,-4.831797,-7.102614,-14.582341,5710.7488,3.70012,2.077843,5.160172,7.65786,-1.320597,-2.26584,-4.417256,5710.7424,3.692207,2.077705,5.218786,7.429212,-1.288381,-2.119549,-4.684961,31580.7944,6.392994,10.077401,16.628083,20.187063,-8.14937,-13.000479,-25.379435,27334.294,6.174929,8.984782,15.274194,18.802601,-7.008872,-11.383439,-20.820748,1
35486.5957,2.484923,9.642656,14.830132,29.914193,-7.598258,-11.528297,-40.57006,24350.6953,1.896868,7.37219,12.062485,30.572779,-6.211613,-9.571205,-30.507267,8808.9331,2.819675,2.622349,4.567385,9.372009,-2.158152,-3.443529,-9.897411,8730.543,2.717146,2.635276,4.489041,9.047623,-2.139386,-3.419419,-10.333883,2611.742,1.912934,1.047428,2.662173,5.28826,-0.737796,-1.539818,-6.257475,2203.9304,1.945824,0.848749,2.247272,5.717268,-0.604694,-1.19265,-4.838695,10984.4316,2.821487,3.841462,7.367031,12.053516,-2.928586,-5.092051,-12.441586,11344.2246,2.810934,3.998047,8.05108,12.955297,-3.072004,-5.225905,-14.964792,33581.7949,2.491314,8.642769,12.446135,23.68378,-6.461719,-9.41364,-30.842173,26898.7226,2.52932,6.490754,9.123976,16.863501,-4.930293,-6.954773,-22.453325,10317.6972,2.872387,2.94796,4.471603,7.319672,-2.411645,-3.430833,-8.304661,7845.5278,2.759808,2.305346,3.713271,6.685583,-1.850656,-2.711938,-5.845728,2801.2341,2.013531,1.107363,2.883347,4.471326,-0.764954,-1.338372,-3.231801,2691.2942,1.969007,1.018442,2.515525,4.512403,-0.70281,-1.24674,-3.140235,13044.0693,2.935124,4.374717,7.965337,11.750888,-3.371386,-5.180852,-10.835618,10828.0113,2.852702,3.701562,6.758607,9.55732,-2.809219,-4.340719,-8.674394,1
12257.5454,4.518205,2.932822,3.896675,4.380457,-1.984902,-2.556054,-4.066526,14299.6008,4.768049,3.796101,5.508982,6.271184,-2.332774,-3.046242,-5.085792,16019.7275,2.507927,4.621746,6.243345,7.742336,-2.808586,-3.985715,-7.013588,17972.5108,2.613501,5.227198,6.97871,8.698938,-3.007439,-4.27887,-6.979357,3360.7884,2.191417,1.081127,1.793353,2.311123,-0.681813,-1.074614,-1.996399,3528.4434,2.200743,1.138019,1.835723,2.39051,-0.713348,-1.067367,-1.844711,15467.9541,2.434044,5.131563,7.25976,8.385654,-2.986141,-4.383383,-6.278217,17719.7432,2.52732,5.82291,8.257313,9.788519,-3.334669,-5.124254,-8.079012,11058.1087,4.655965,2.511896,3.336366,4.07397,-1.617638,-2.055478,-3.800664,11370.604,4.149679,2.294012,2.816043,3.538851,-1.570775,-1.932585,-3.385933,10915.4633,2.35562,3.195695,4.337806,5.587927,-2.266035,-3.27176,-5.481324,11560.8037,2.331908,3.22999,4.329251,5.754486,-2.20632,-3.212044,-5.394238,5033.0371,2.53271,1.582816,2.474515,3.3166,-1.022548,-1.600597,-2.749776,6382.8855,2.74294,1.902613,2.83933,3.704293,-1.257648,-1.824639,-3.083132,12485.7705,2.315089,4.014115,5.845392,7.148489,-2.849626,-4.546554,-7.118859,10995.7393,2.296179,3.509997,5.068807,6.593545,-2.47135,-3.765501,-5.493572,0
39606.7823,6.692768,9.730194,13.051232,18.896813,-6.809568,-9.831224,-27.288357,36452.6792,7.245443,10.289529,15.322449,19.17896,-6.376631,-9.062081,-26.328802,4642.3501,1.843062,2.454089,5.711324,9.082465,-1.457223,-2.351366,-8.195411,4699.0947,1.826858,2.475635,5.776128,9.449376,-1.476012,-2.476777,-6.280467,2357.0751,2.375179,1.003506,3.001548,5.477544,-0.579168,-1.204378,-4.970341,2003.853,2.570569,0.866511,2.41173,4.7806,-0.478054,-0.93364,-3.424943,6434.6221,2.290607,3.366042,8.397353,11.497937,-1.924783,-3.307169,-8.222417,6636.2475,2.261906,3.524629,8.91236,12.055054,-1.976209,-3.321338,-7.141448,41991.2105,6.254671,11.016506,15.632122,22.729914,-6.720944,-10.159678,-42.208134,33860.4424,5.48258,8.624479,11.988018,20.013339,-5.306654,-7.82443,-33.013465,6396.4985,2.171748,2.770364,5.724922,10.542163,-1.683247,-2.621388,-7.753465,5494.1895,2.036128,2.402941,5.110255,9.718279,-1.493204,-2.323655,-7.570593,2619.5968,2.713348,1.140881,3.33595,7.50858,-0.63147,-1.287759,-4.921338,2444.824,2.597003,1.113274,3.318963,7.455215,-0.569628,-1.21806,-4.941811,8288.1401,2.560335,4.147457,9.757742,14.429161,-2.338892,-4.075672,-9.78945,7492.3589,2.628627,3.734465,9.080885,13.259705,-2.127849,-3.714502,-10.108623,1
6591.9864,1.379799,1.679485,2.882504,10.633058,-1.768559,-3.027949,-13.305163,20889.6113,1.781025,5.803681,9.617473,20.355516,-5.573791,-8.953911,-29.729573,8537.252,2.269701,2.524989,4.335152,8.489167,-2.122378,-3.669684,-11.236489,8579.6436,2.222852,2.508725,4.245484,8.987481,-2.126078,-3.553584,-11.031088,1742.4578,1.696558,0.673843,1.84485,3.64864,-0.512606,-1.032029,-5.344803,1526.2012,1.614037,0.595895,1.631371,3.934521,-0.447809,-1.000404,-4.677649,10805.2402,2.291386,3.664305,7.099797,13.190883,-2.912136,-5.074435,-13.927833,11436.2353,2.288001,3.90053,7.870208,13.964456,-3.133379,-5.495931,-15.307143,19938.0937,1.901684,4.770726,7.09899,15.914491,-4.173291,-6.228309,-21.216688,14039.7285,1.797438,3.085898,4.642382,11.223248,-2.723099,-4.043909,-15.362334,9895.6885,2.31666,2.740717,4.160433,7.183051,-2.327185,-3.550755,-8.231056,7751.0249,2.236654,2.222928,3.547009,6.290133,-1.872643,-2.869111,-6.642522,2427.8215,1.671557,0.898301,2.566748,4.363306,-0.701749,-1.223398,-3.43286,2479.6101,1.675076,0.898148,2.349301,4.426146,-0.700533,-1.188878,-3.29001,12345.1084,2.380949,3.897668,6.820851,10.762639,-3.19209,-5.125751,-10.903519,10886.6386,2.333656,3.543233,6.175568,10.43911,-2.824412,-4.359182,-9.570142,1
7229.6665,2.228576,1.479148,2.300334,5.870455,-1.081661,-3.104854,-8.938932,28296.7715,3.365773,8.402617,13.334198,21.751544,-11.94988,-43.240266,-75.188952,14140.6231,3.773531,4.444883,8.096248,12.908673,-3.071018,-4.95135,-12.951114,13986.333,3.711374,4.459107,8.336725,12.40551,-3.045792,-4.901031,-14.340356,3677.1768,2.35717,1.484854,4.105813,7.775776,-0.911071,-1.713284,-5.608977,3236.0861,2.176505,1.270472,3.369681,6.945857,-0.781035,-1.470974,-5.474834,18488.3687,4.012401,6.443942,12.980025,18.995559,-4.316675,-7.214135,-16.503022,19326.8213,4.006957,7.03789,15.321169,20.683883,-4.739948,-8.049992,-20.080208,28924.0664,3.669009,6.471689,8.751999,13.842177,-5.014633,-7.151195,-20.571538,18983.9512,3.151655,3.897566,5.188939,8.321517,-2.992159,-4.310302,-12.429516,16503.6113,3.967463,4.885641,8.190953,11.343992,-3.419916,-5.120686,-10.863964,13290.8033,3.774165,3.873138,6.366388,8.473673,-2.725245,-4.024998,-8.817568,4486.7957,2.36017,1.744385,5.044538,8.444928,-1.041299,-1.737937,-4.166952,4397.6052,2.310961,1.589526,4.07898,6.633975,-0.952129,-1.60031,-4.292869,21888.2271,4.250478,7.307182,14.037391,19.288692,-5.043963,-7.994318,-15.865883,19290.122,4.114543,6.424023,11.677107,15.581478,-4.318723,-6.665571,-14.100274,1
5999.9243,2.382771,1.828216,2.750179,4.924949,-1.064915,-1.496331,-3.934336,10158.7658,3.610188,3.329215,5.009314,6.729342,-1.96087,-2.703024,-6.227554,21109.9888,12.445997,8.190137,13.75347,17.594159,-3.983206,-5.905326,-10.888363,23431.9768,12.784974,9.023384,15.08227,17.992263,-4.31356,-6.41891,-13.065681,7756.4815,7.684562,2.923963,6.001444,8.741267,-1.969021,-3.425514,-6.152393,6762.5465,7.715506,2.464126,4.829503,7.346158,-1.679825,-2.881353,-4.692746,19410.6118,9.384376,9.109901,18.716739,22.792054,-4.296398,-7.136258,-12.541728,21783.0095,10.201242,10.19507,20.916384,27.073789,-4.793197,-8.303625,-12.698011,3388.7217,1.590232,1.215195,2.018156,4.52252,-0.755113,-1.249643,-3.947527,4265.3066,1.991545,1.409961,2.223955,4.89372,-0.641867,-1.087031,-3.945033,16172.5874,9.281563,6.814613,11.996556,14.865656,-3.186965,-4.80876,-10.658623,16366.9812,9.465646,6.554492,10.857319,13.787362,-3.161269,-4.957298,-11.235232,8625.6359,9.287283,3.151882,6.110096,9.930725,-2.281622,-3.980957,-7.08166,9920.184,10.837692,3.316666,6.112532,9.10477,-2.676063,-4.528681,-7.153671,15858.4717,7.233932,8.160666,17.449245,22.720842,-3.857018,-6.970943,-12.894954,14078.5937,6.912008,7.071947,14.785962,18.448878,-3.417976,-6.186543,-10.846595,0
5238.9048,2.103977,1.154657,2.044319,4.946769,-0.85307,-1.422273,-5.440872,17495.2988,3.005749,5.054104,8.727059,14.542817,-3.068198,-4.717865,-13.840311,5142.1228,2.417149,1.827054,3.708308,7.468639,-1.11099,-1.880035,-7.254505,5231.2903,2.340552,1.834091,3.690508,6.662668,-1.12368,-1.926331,-7.785697,1484.9574,1.861644,0.698756,2.015699,3.950409,-0.366138,-0.813111,-3.644002,1316.4194,1.781337,0.627902,1.95871,4.363333,-0.327005,-0.714362,-3.745086,6860.0327,2.561892,2.78433,6.152664,9.703457,-1.60599,-2.651916,-7.590635,7318.5391,2.555632,2.965739,6.854014,10.335757,-1.711551,-2.936116,-10.000693,14725.2041,2.370533,3.306574,5.042835,8.866956,-2.277857,-3.492881,-11.264556,9872.3242,2.034957,2.191481,3.427968,7.108838,-1.414225,-2.163051,-8.600347,6110.8842,2.415866,1.860848,3.215805,5.655216,-1.189706,-1.799735,-4.740351,4867.3684,2.339529,1.574644,2.890309,5.013589,-1.001367,-1.534435,-4.714835,1978.1091,1.933168,0.894539,2.708645,5.180951,-0.454722,-0.833111,-2.757344,1983.7695,1.933626,0.881914,2.49886,4.564792,-0.446336,-0.854318,-2.887447,7835.5655,2.582013,2.694135,5.567786,7.697122,-1.677655,-2.541329,-6.217246,7088.7226,2.562003,2.529731,5.130297,7.785591,-1.538754,-2.399464,-5.763316,1
9662.0964,3.930851,2.194785,2.750699,3.266452,-1.488848,-1.890708,-2.985719,11279.7976,4.200487,2.822459,3.818191,4.339853,-1.746018,-2.226521,-3.326639,13133.9649,2.233636,3.61041,4.644226,5.790905,-2.089372,-2.941648,-5.48717,14900.5108,2.329609,4.076071,5.202875,6.295224,-2.24473,-3.208366,-5.30216,2865.0765,2.022949,0.872437,1.370429,1.90161,-0.543381,-0.855246,-1.478375,2965.8818,2.02829,0.90192,1.391757,2.037303,-0.564937,-0.884225,-1.634492,12582.6318,2.168827,3.974476,5.35817,6.10596,-2.219325,-3.305561,-4.941044,14419.872,2.244848,4.472441,6.110254,7.510164,-2.435231,-3.806287,-6.200751,8439.8728,4.013666,1.844549,2.343523,3.176719,-1.161349,-1.464307,-2.593147,8566.9644,3.536511,1.69198,2.035616,2.782864,-1.113505,-1.442482,-2.640821,8698.7255,2.086815,2.394229,3.154467,4.351468,-1.659736,-2.350618,-3.947521,9231.7197,2.068041,2.458992,3.230117,4.520951,-1.605861,-2.418932,-4.766376,4168.7949,2.290887,1.241654,1.853085,2.807124,-0.785943,-1.222076,-2.57334,5205.8958,2.449417,1.492563,2.124745,2.900428,-0.954039,-1.442027,-2.757178,9926.9687,2.060951,3.014011,4.147213,5.277687,-2.093914,-3.222997,-5.006189,8747.5947,2.045879,2.653888,3.651233,4.482323,-1.829835,-2.722176,-4.481793,0
7230.1148,2.281403,2.268175,3.680881,7.491376,-0.825615,-1.251635,-3.507713,18205.6201,4.147474,5.983021,9.109684,12.654267,-1.940978,-2.635498,-5.778839,20731.5405,9.02392,7.394882,11.22818,15.330167,-3.601584,-5.526774,-10.292362,22725.6108,9.357523,8.179432,12.775235,18.825888,-3.919552,-5.919558,-10.791759,6904.5011,5.390548,2.670096,5.160629,7.914615,-1.592899,-2.747181,-4.511032,6046.1219,5.47989,2.236102,4.160076,7.377584,-1.385108,-2.323079,-4.419212,20126.3398,7.792909,8.893244,16.475179,22.44599,-4.035988,-6.667241,-11.407826,22397.0845,8.428505,9.847977,18.359075,22.294132,-4.456142,-7.420754,-13.106098,4425.0581,1.586468,1.570896,2.688254,7.695363,-0.556,-1.00277,-3.904149,5211.3999,1.81929,1.761904,2.745097,6.793127,-0.48832,-0.923769,-4.120297,16801.3782,7.154385,6.376128,10.130512,15.255723,-2.875016,-4.327427,-9.38393,16978.9057,7.571503,6.06186,9.355416,14.31927,-2.872092,-4.443824,-9.539525,7504.0028,6.09228,2.861974,5.321903,9.068044,-1.809845,-3.094605,-6.151036,8328.3131,6.816832,2.949038,5.293364,10.852519,-2.040227,-3.446613,-6.272313,17557.6027,6.650619,8.304124,15.826773,19.451957,-3.611778,-6.248808,-11.120475,15677.8233,6.433057,7.278063,13.61431,18.938414,-3.242108,-5.857515,-9.776475,0
1552.919,2.234936,0.399497,0.71925,2.616278,-0.325025,-0.618837,-3.049508,7838.6973,2.934631,2.052186,3.558847,6.509249,-1.755024,-2.658949,-8.382562,14112.5683,2.951198,4.327929,6.309291,11.968634,-2.35384,-4.033141,-14.000573,15692.0679,2.996988,4.772193,6.88843,12.888949,-2.505972,-4.458777,-16.547106,2756.9301,2.424285,1.057591,2.311772,4.361598,-0.580818,-1.148702,-4.326677,2798.5144,2.467159,1.063131,2.3231,5.467912,-0.601637,-1.130155,-4.678649,12243.938,2.725559,4.755726,7.848757,12.593982,-2.376235,-4.26047,-12.324466,14035.5928,2.838834,5.180087,8.383928,15.638786,-2.618859,-4.870026,-15.857988,3344.6972,1.522701,0.855587,1.486585,4.203555,-0.405444,-0.744978,-3.35818,3314.0547,1.524086,0.76811,1.287382,3.718248,-0.372434,-0.705802,-3.506598,8888.2603,2.494826,2.976847,4.427613,7.371496,-1.825892,-2.827601,-8.313246,9890.3715,2.545432,3.048669,4.32175,7.927227,-1.885412,-3.007376,-7.466376,4556.0905,2.766204,1.721653,3.538178,5.57386,-0.975185,-1.669643,-4.053013,5087.4141,2.981267,1.883014,3.71159,5.860607,-1.092855,-1.755029,-4.518107,9156.2036,2.437781,3.598803,6.076056,9.157894,-2.062654,-3.519155,-6.987247,7948.6103,2.435614,3.16341,5.362964,7.993353,-1.791755,-2.96485,-6.715225,0
2039.753,1.417202,0.680627,1.150596,3.282399,-0.777996,-1.158711,-3.084988,7373.917,2.570573,2.298603,3.46759,6.388622,-1.687079,-2.211151,-4.97813,17702.8747,9.503299,6.491716,10.400603,12.1221,-3.187616,-4.78716,-9.808872,19788.6636,9.996179,7.178955,11.336045,14.67865,-3.446184,-5.382457,-9.217925,6257.3954,6.112385,2.335785,4.627179,6.938361,-1.545061,-2.655668,-4.546437,5495.7909,6.141663,1.98703,3.693076,5.936342,-1.31208,-2.205245,-3.845272,16171.1043,7.2626,7.288047,14.062231,17.703303,-3.391003,-5.572731,-9.546335,18192.3843,7.890651,8.127333,15.733076,19.998492,-3.832984,-6.65136,-11.835474,1593.5791,1.235741,0.699207,1.291325,5.04632,-0.554844,-0.945101,-3.643786,2916.9526,1.586908,0.928202,1.478541,4.528138,-0.48815,-0.879238,-4.078376,13514.785,7.060362,5.394165,8.791704,11.521579,-2.552314,-3.841727,-8.435135,13693.9504,7.068995,5.172866,8.032489,10.686912,-2.514623,-4.001486,-8.57736,6791.3569,7.02924,2.492665,4.702919,7.916168,-1.745496,-3.111768,-6.100709,7586.9862,7.981993,2.591722,4.743677,8.118425,-1.951087,-3.303627,-6.365981,13032.5361,5.496957,6.567148,13.120117,16.369329,-3.076474,-5.496717,-10.089201,11593.7137,5.23289,5.671655,11.225627,15.512553,-2.697676,-4.602148,-8.623393,0
4601.4834,1.409316,1.204733,2.37951,7.495853,-1.172972,-1.981736,-11.367976,12205.5097,1.703322,4.032638,7.778333,16.799254,-2.834032,-4.776102,-18.366298,5020.0196,1.939866,1.731587,3.547638,7.308965,-1.179987,-2.172758,-8.438263,5105.0889,1.910617,1.729285,3.526102,6.886863,-1.184585,-2.074254,-7.985695,1167.3396,1.537359,0.579087,1.770216,4.204156,-0.332552,-0.769274,-4.526507,1047.8982,1.486312,0.543498,1.731876,4.437682,-0.30702,-0.773591,-4.056326,6717.5957,2.02121,2.699166,6.183364,10.279361,-1.670272,-2.973659,-10.150516,7000.8579,2.000245,2.887117,6.914593,11.311141,-1.803688,-3.375182,-11.342731,12911.8887,1.788415,3.291079,5.458554,11.947358,-2.361954,-3.764629,-12.203973,8805.4414,1.630647,2.153038,3.530542,8.769216,-1.558136,-2.566917,-9.558789,5756.3179,1.967558,1.761805,3.24156,5.996514,-1.229213,-1.901349,-5.658925,4587.5318,1.926639,1.480601,2.771474,4.695308,-1.016127,-1.579366,-4.472812,1695.6604,1.552712,0.827146,2.693254,4.914619,-0.458105,-0.871813,-3.368855,1740.5613,1.565451,0.818681,2.617849,4.696862,-0.449793,-0.858235,-3.099191,7390.5215,2.048217,2.671561,5.597099,9.190839,-1.741716,-2.725007,-7.356362,6655.4287,2.03308,2.48127,5.296001,8.104454,-1.571373,-2.450026,-6.037987,1
11236.9751,3.506546,2.824426,4.141494,7.849882,-3.658849,-8.10561,-16.990871,55601.7075,7.839716,16.12902,24.081706,32.468629,-11.235965,-16.351048,-43.336665,15225.1699,5.792013,4.745355,8.328348,11.770467,-3.514702,-5.84384,-15.158662,15333.112,5.540226,4.738683,8.350655,12.175476,-3.483664,-5.515721,-12.834949,3560.5839,3.251048,1.37797,3.36115,5.606422,-0.854087,-1.561191,-4.858796,3088.6392,3.004791,1.208624,3.08568,6.173089,-0.728266,-1.350794,-4.586302,19511.0324,6.042408,6.840709,12.996025,17.949519,-4.860466,-8.185989,-19.273641,20400.1861,5.957846,7.240545,13.784643,18.705281,-5.164473,-8.821781,-21.175898,45949.9541,5.464354,11.212862,15.102133,25.638771,-7.708474,-10.771297,-35.801527,32104.2763,4.522988,7.136937,9.576942,13.915263,-5.009253,-6.978106,-20.106589,19588.3354,6.121454,5.723638,8.425444,11.163914,-4.281455,-6.43291,-12.337379,15602.1079,5.739694,4.577683,7.073979,9.499175,-3.503959,-5.336568,-10.570281,4733.3209,3.484211,1.750399,4.384459,6.717759,-1.075391,-1.862718,-4.621993,4726.8356,3.471227,1.741759,4.326655,6.864198,-1.040686,-1.752198,-3.690137,24627.3193,6.597691,7.978291,13.192525,15.64332,-6.011008,-9.821733,-16.867698,21625.3782,6.328798,7.204097,12.196499,15.851053,-5.22526,-8.420943,-15.442219,1
